sal_code_2021,sal_name_2021,sa2_code_2021,sa2_name_2021,overlap_area_pct,confidence
SAL22319,Spotswood,213021343,Altona North,0.0,low
SAL22320,Spring Gully (Vic.),202011018,Bendigo,35.67,low
SAL22320,Spring Gully (Vic.),202011020,East Bendigo - Kennington,33.48,low
SAL22320,Spring Gully (Vic.),202011021,Flora Hill - Spring Gully,22.52,low
SAL22320,Spring Gully (Vic.),202011025,White Hills - Ascot,8.33,low
SAL22320,Spring Gully (Vic.),202011024,Strathfieldsaye,0.0,low
SAL22321,Spring Hill (Vic.),202021030,Kyneton,91.45,high
SAL22321,Spring Hill (Vic.),202021028,Castlemaine Surrounds,4.57,low
SAL22321,Spring Hill (Vic.),202021029,Heathcote,1.69,low
SAL22321,Spring Hill (Vic.),201021011,Daylesford,1.2,low
SAL22321,Spring Hill (Vic.),204011060,Seymour Surrounds,1.08,low
SAL22322,Springbank,201021012,Gordon (Vic.),22.66,low
SAL22322,Springbank,201011008,Wendouree - Miners Rest,21.81,low
SAL22322,Springbank,201011001,Alfredton,10.67,low
SAL22322,Springbank,201031015,Golden Plains - North,7.47,low
SAL22322,Springbank,201011006,Delacombe,6.5,low
SAL22322,Springbank,201021010,Creswick - Clunes,5.58,low
SAL22322,Springbank,201011482,Ballarat North - Invermay,5.57,low
SAL22322,Springbank,203011035,Golden Plains - South,4.7,low
SAL22322,Springbank,201031014,Beaufort,3.8,low
SAL22322,Springbank,201011481,Ballarat East - Warrenheip,3.56,low
SAL22322,Springbank,201031013,Avoca,3.54,low
SAL22322,Springbank,201011005,Buninyong,2.49,low
SAL22322,Springbank,201011007,Smythes Creek,1.53,low
SAL22322,Springbank,217031474,Corangamite - North,0.13,low
SAL22323,Springdallah,201011007,Smythes Creek,43.15,low
SAL22323,Springdallah,201031015,Golden Plains - North,30.15,low
SAL22323,Springdallah,201031014,Beaufort,13.51,low
SAL22323,Springdallah,215011387,Ararat Surrounds,7.44,low
SAL22323,Springdallah,201011006,Delacombe,5.27,low
SAL22323,Springdallah,203011035,Golden Plains - South,0.34,low
SAL22323,Springdallah,217041477,Moyne - East,0.13,low
SAL22324,Springfield (Buloke - Vic.),215031405,Swan Hill Surrounds,96.37,high
SAL22324,Springfield (Buloke - Vic.),215031400,Buloke,3.63,low
SAL22325,Springfield (Macedon Ranges - Vic.),210021235,Romsey,98.9,high
SAL22325,Springfield (Macedon Ranges - Vic.),210021234,Riddells Creek,1.1,low
SAL22326,Springhurst,204021067,Wangaratta Surrounds,66.77,medium
SAL22326,Springhurst,204021065,Rutherglen,33.23,low
SAL22327,Springmount,201021010,Creswick - Clunes,66.96,medium
SAL22327,Springmount,201021011,Daylesford,26.48,low
SAL22327,Springmount,202021028,Castlemaine Surrounds,4.75,low
SAL22327,Springmount,201021012,Gordon (Vic.),1.82,low
SAL22328,Springvale (Vic.),212041317,Springvale,100.0,high
SAL22329,Springvale South,212041318,Springvale South,54.29,low
SAL22329,Springvale South,212041313,Dingley Village,45.08,low
SAL22329,Springvale South,212041460,Noble Park - West,0.61,low
SAL22329,Springvale South,208031184,Braeside,0.02,low
SAL22330,St Albans (Vic.),213011334,St Albans - North,37.33,low
SAL22330,St Albans (Vic.),213011335,St Albans - South,31.65,low
SAL22330,St Albans (Vic.),213011333,Kings Park (Vic.),25.17,low
SAL22330,St Albans (Vic.),213011332,Keilor Downs,5.86,low
SAL22331,St Albans Park,203021045,Newcomb - Moolap,67.07,medium
SAL22331,St Albans Park,203021039,Geelong,32.93,low
SAL22332,St Andrews (Vic.),209031212,Panton Hill - St Andrews,100.0,high
SAL22333,St Andrews Beach,214021383,Point Nepean,100.0,high
SAL22334,St Arnaud,215011391,St Arnaud,89.75,medium
SAL22334,St Arnaud,201031013,Avoca,9.55,low
SAL22334,St Arnaud,215031400,Buloke,0.7,low
SAL22335,St Arnaud East,215011391,St Arnaud,86.33,medium
SAL22335,St Arnaud East,201031013,Avoca,9.99,low
SAL22335,St Arnaud East,215031400,Buloke,2.38,low
SAL22335,St Arnaud East,202031033,Loddon,1.31,low
SAL22336,St Arnaud North,215011391,St Arnaud,86.33,medium
SAL22336,St Arnaud North,201031013,Avoca,9.99,low
SAL22336,St Arnaud North,215031400,Buloke,2.38,low
SAL22336,St Arnaud North,202031033,Loddon,1.31,low
SAL22337,St Clair (Vic.),205031093,Wonthaggi - Inverloch,100.0,high
SAL22338,St Germains,216011407,Kyabram,98.14,high
SAL22338,St Germains,216031419,Shepparton Surrounds - West,1.86,low
SAL22339,St Helena,209011197,Greensborough,68.68,medium
SAL22339,St Helena,209031213,Plenty - Yarrambat,19.46,low
SAL22339,St Helena,209011202,Montmorency - Briar Hill,11.86,low
SAL22339,St Helena,209011196,Bundoora - East,0.0,low
SAL22339,St Helena,209011204,Watsonia,0.0,low
SAL22340,St Helens (Vic.),217011420,Glenelg (Vic.),52.7,low
SAL22340,St Helens (Vic.),217041478,Moyne - West,47.3,low
SAL22341,St Helens Plains,215011389,Horsham Surrounds,56.29,low
SAL22341,St Helens Plains,215011388,Horsham,40.17,low
SAL22341,St Helens Plains,215011393,West Wimmera,2.22,low
SAL22341,St Helens Plains,217011423,Southern Grampians,0.7,low
SAL22341,St Helens Plains,215011394,Yarriambiack,0.61,low
SAL22341,St Helens Plains,215011390,Nhill Region,0.0,low
SAL22341,St Helens Plains,215011392,Stawell,0.0,low
SAL22342,St James (Vic.),216021412,Moira,100.0,high
SAL22343,St Kilda (Vic.),206051513,St Kilda - Central,51.65,low
SAL22343,St Kilda (Vic.),206051514,St Kilda - West,46.19,low
SAL22343,St Kilda (Vic.),206051134,St Kilda East,2.16,low
SAL22344,St Kilda East,206051134,St Kilda East,76.89,medium
SAL22344,St Kilda East,208021177,Caulfield - North,23.11,low
SAL22345,St Kilda West,206051513,St Kilda - Central,51.65,low
SAL22345,St Kilda West,206051514,St Kilda - West,46.19,low
SAL22345,St Kilda West,206051134,St Kilda East,2.16,low
SAL22346,St Leonards (Vic.),203031051,Portarlington,100.0,high
SAL22347,Staceys Bridge,205051104,Yarram,100.0,high
SAL22347,Staceys Bridge,205041094,Churchill,0.0,low
SAL22348,Staffordshire Reef,201011007,Smythes Creek,43.15,low
SAL22348,Staffordshire Reef,201031015,Golden Plains - North,30.15,low
SAL22348,Staffordshire Reef,201031014,Beaufort,13.51,low
SAL22348,Staffordshire Reef,215011387,Ararat Surrounds,7.44,low
SAL22348,Staffordshire Reef,201011006,Delacombe,5.27,low
SAL22348,Staffordshire Reef,203011035,Golden Plains - South,0.34,low
SAL22348,Staffordshire Reef,217041477,Moyne - East,0.13,low
SAL22349,Staghorn Flat,204031491,Baranduda - Leneva,59.44,low
SAL22349,Staghorn Flat,204031075,Yackandandah,20.42,low
SAL22349,Staghorn Flat,204031072,Towong,9.52,low
SAL22349,Staghorn Flat,204031069,Bright - Mount Beauty,5.41,low
SAL22349,Staghorn Flat,204031073,West Wodonga,4.7,low
SAL22349,Staghorn Flat,204031492,Wodonga,0.02,low
SAL22350,Stanhope (Vic.),216011410,Rushworth,100.0,high
SAL22351,Stanley (Vic.),204031068,Beechworth,98.63,high
SAL22351,Stanley (Vic.),204021067,Wangaratta Surrounds,1.37,low
SAL22352,Staughton Vale,213041353,Bacchus Marsh,95.86,high
SAL22352,Staughton Vale,201021009,Bacchus Marsh Surrounds,3.05,low
SAL22352,Staughton Vale,203021043,Lara,0.99,low
SAL22352,Staughton Vale,213041573,Eynesbury - Exford,0.1,low
SAL22353,Stavely,215011387,Ararat Surrounds,94.0,high
SAL22353,Stavely,217041477,Moyne - East,6.0,low
SAL22354,Stawell,215011392,Stawell,100.0,high
SAL22355,Steels Creek,211051276,Healesville - Yarra Glen,91.06,high
SAL22355,Steels Creek,209031212,Panton Hill - St Andrews,8.94,low
SAL22356,Steiglitz (Vic.),203011034,Bannockburn,92.73,high
SAL22356,Steiglitz (Vic.),203011035,Golden Plains - South,7.27,low
SAL22357,Stewarton (Vic.),204021064,Benalla Surrounds,100.0,high
SAL22358,Stirling (Vic.),205021082,Bruthen - Omeo,100.0,high
SAL22359,Stockdale,205051101,Maffra,91.08,high
SAL22359,Stockdale,205051100,Longford - Loch Sport,5.36,low
SAL22359,Stockdale,205021082,Bruthen - Omeo,3.27,low
SAL22359,Stockdale,205051099,Alps - West,0.28,low
SAL22359,Stockdale,204031069,Bright - Mount Beauty,0.0,low
SAL22359,Stockdale,205021086,Paynesville,0.0,low
SAL22360,Stockyard Hill,201031014,Beaufort,99.88,high
SAL22360,Stockyard Hill,215011387,Ararat Surrounds,0.12,low
SAL22361,Stonehaven,203021040,Geelong West - Hamlyn Heights,98.18,high
SAL22361,Stonehaven,203011034,Bannockburn,1.41,low
SAL22361,Stonehaven,203021047,North Geelong - Bell Park,0.41,low
SAL22362,Stoneleigh (Vic.),201031014,Beaufort,99.88,high
SAL22362,Stoneleigh (Vic.),215011387,Ararat Surrounds,0.12,low
SAL22363,Stony Creek (Central Goldfields - Vic.),201031017,Maryborough Surrounds,77.33,medium
SAL22363,Stony Creek (Central Goldfields - Vic.),201031013,Avoca,18.06,low
SAL22363,Stony Creek (Central Goldfields - Vic.),201021010,Creswick - Clunes,4.61,low
SAL22364,Stony Creek (South Gippsland - Vic.),205031087,Foster,100.0,high
SAL22365,Stonyford,217031471,Camperdown,72.66,medium
SAL22365,Stonyford,217031474,Corangamite - North,12.62,low
SAL22365,Stonyford,217031475,Corangamite - South,12.43,low
SAL22365,Stonyford,217031473,Colac Surrounds,2.29,low
SAL22366,Stradbroke,205051100,Longford - Loch Sport,68.96,medium
SAL22366,Stradbroke,205051102,Rosedale,18.48,low
SAL22366,Stradbroke,205051101,Maffra,9.37,low
SAL22366,Stradbroke,205051104,Yarram,2.51,low
SAL22366,Stradbroke,205051103,Sale,0.69,low
SAL22367,Strangways,201021011,Daylesford,96.46,high
SAL22367,Strangways,202021028,Castlemaine Surrounds,2.63,low
SAL22367,Strangways,201021012,Gordon (Vic.),0.91,low
SAL22367,Strangways,202021030,Kyneton,0.0,low
SAL22368,Straten,215031400,Buloke,100.0,high
SAL22369,Stratford (Vic.),205051101,Maffra,91.08,high
SAL22369,Stratford (Vic.),205051100,Longford - Loch Sport,5.36,low
SAL22369,Stratford (Vic.),205021082,Bruthen - Omeo,3.27,low
SAL22369,Stratford (Vic.),205051099,Alps - West,0.28,low
SAL22369,Stratford (Vic.),204031069,Bright - Mount Beauty,0.0,low
SAL22369,Stratford (Vic.),205021086,Paynesville,0.0,low
SAL22370,Strath Creek,204011056,Kilmore - Broadford,83.28,medium
SAL22370,Strath Creek,209041224,Wallan,9.01,low
SAL22370,Strath Creek,204011060,Seymour Surrounds,4.02,low
SAL22370,Strath Creek,204011062,Yea,3.69,low
SAL22371,Strathallan,216011407,Kyabram,65.12,medium
SAL22371,Strathallan,216011409,Rochester,34.88,low
SAL22372,Strathbogie,204011055,Euroa,99.26,high
SAL22372,Strathbogie,204011058,Nagambie,0.41,low
SAL22372,Strathbogie,204011060,Seymour Surrounds,0.33,low
SAL22373,Strathdale,202011018,Bendigo,35.67,low
SAL22373,Strathdale,202011020,East Bendigo - Kennington,33.48,low
SAL22373,Strathdale,202011021,Flora Hill - Spring Gully,22.52,low
SAL22373,Strathdale,202011025,White Hills - Ascot,8.33,low
SAL22373,Strathdale,202011024,Strathfieldsaye,0.0,low
SAL22374,Strathdownie,217011420,Glenelg (Vic.),75.12,medium
SAL22374,Strathdownie,215011393,West Wimmera,18.28,low
SAL22374,Strathdownie,217011423,Southern Grampians,6.61,low
SAL22375,Strathewen,209031210,Hurstbridge,71.05,medium
SAL22375,Strathewen,209031212,Panton Hill - St Andrews,28.95,low
SAL22376,Strathfieldsaye,202011025,White Hills - Ascot,30.81,low
SAL22376,Strathfieldsaye,202011024,Strathfieldsaye,29.98,low
SAL22376,Strathfieldsaye,202011023,Maiden Gully,15.2,low
SAL22376,Strathfieldsaye,202021026,Bendigo Surrounds - South,14.79,low
SAL22376,Strathfieldsaye,202031032,Bendigo Surrounds - North,3.22,low
SAL22376,Strathfieldsaye,202021029,Heathcote,2.95,low
SAL22376,Strathfieldsaye,202031033,Loddon,1.72,low
SAL22376,Strathfieldsaye,216011410,Rushworth,0.7,low
SAL22376,Strathfieldsaye,202011019,California Gully - Eaglehawk,0.6,low
SAL22376,Strathfieldsaye,201031017,Maryborough Surrounds,0.03,low
SAL22377,Strathkellar,217011423,Southern Grampians,91.4,high
SAL22377,Strathkellar,217041478,Moyne - West,5.86,low
SAL22377,Strathkellar,217011420,Glenelg (Vic.),2.74,low
SAL22378,Strathlea,201021010,Creswick - Clunes,66.96,medium
SAL22378,Strathlea,201021011,Daylesford,26.48,low
SAL22378,Strathlea,202021028,Castlemaine Surrounds,4.75,low
SAL22378,Strathlea,201021012,Gordon (Vic.),1.82,low
SAL22379,Strathmerton,216021413,Numurkah,100.0,high
SAL22380,Strathmore (Vic.),210011231,Strathmore,76.52,medium
SAL22380,Strathmore (Vic.),206031501,Essendon (West) - Aberfeldie,23.38,low
SAL22380,Strathmore (Vic.),210011227,Essendon Airport,0.1,low
SAL22381,Strathmore Heights,210011231,Strathmore,76.52,medium
SAL22381,Strathmore Heights,206031501,Essendon (West) - Aberfeldie,23.38,low
SAL22381,Strathmore Heights,210011227,Essendon Airport,0.1,low
SAL22382,Strathtulloh,213041578,Melton South - Weir Views,44.94,low
SAL22382,Strathtulloh,213041571,Brookfield,26.5,low
SAL22382,Strathtulloh,213041572,Cobblebank - Strathtulloh,20.54,low
SAL22382,Strathtulloh,213041573,Eynesbury - Exford,8.02,low
SAL22382,Strathtulloh,213051589,Wyndham Vale - North,0.0,low
SAL22383,Streatham,201011007,Smythes Creek,43.15,low
SAL22383,Streatham,201031015,Golden Plains - North,30.15,low
SAL22383,Streatham,201031014,Beaufort,13.51,low
SAL22383,Streatham,215011387,Ararat Surrounds,7.44,low
SAL22383,Streatham,201011006,Delacombe,5.27,low
SAL22383,Streatham,203011035,Golden Plains - South,0.34,low
SAL22383,Streatham,217041477,Moyne - East,0.13,low
SAL22384,Strzelecki (Vic.),205031089,Korumburra,100.0,high
SAL22385,Stuart Mill,215011391,St Arnaud,86.33,medium
SAL22385,Stuart Mill,201031013,Avoca,9.99,low
SAL22385,Stuart Mill,215031400,Buloke,2.38,low
SAL22385,Stuart Mill,202031033,Loddon,1.31,low
SAL22386,Sugarloaf (Vic.),217031476,Otway,100.0,high
SAL22387,Sugarloaf Creek,204011056,Kilmore - Broadford,83.28,medium
SAL22387,Sugarloaf Creek,209041224,Wallan,9.01,low
SAL22387,Sugarloaf Creek,204011060,Seymour Surrounds,4.02,low
SAL22387,Sugarloaf Creek,204011062,Yea,3.69,low
SAL22388,Suggan Buggan,205021082,Bruthen - Omeo,76.98,medium
SAL22388,Suggan Buggan,205021085,Orbost,23.01,low
SAL22388,Suggan Buggan,205021080,Alps - East,0.0,low
SAL22388,Suggan Buggan,205021084,Lakes Entrance,0.0,low
SAL22389,Sulky,201021012,Gordon (Vic.),22.66,low
SAL22389,Sulky,201011008,Wendouree - Miners Rest,21.81,low
SAL22389,Sulky,201011001,Alfredton,10.67,low
SAL22389,Sulky,201031015,Golden Plains - North,7.47,low
SAL22389,Sulky,201011006,Delacombe,6.5,low
SAL22389,Sulky,201021010,Creswick - Clunes,5.58,low
SAL22389,Sulky,201011482,Ballarat North - Invermay,5.57,low
SAL22389,Sulky,203011035,Golden Plains - South,4.7,low
SAL22389,Sulky,201031014,Beaufort,3.8,low
SAL22389,Sulky,201011481,Ballarat East - Warrenheip,3.56,low
SAL22389,Sulky,201031013,Avoca,3.54,low
SAL22389,Sulky,201011005,Buninyong,2.49,low
SAL22389,Sulky,201011007,Smythes Creek,1.53,low
SAL22389,Sulky,217031474,Corangamite - North,0.13,low
SAL22390,Summerlands,205031091,Phillip Island,100.0,high
SAL22391,Sunbury,210041540,Sunbury - South,37.24,low
SAL22391,Sunbury,210041240,Sunbury,34.14,low
SAL22391,Sunbury,210041541,Sunbury - West,28.62,low
SAL22392,Sunday Creek,204011056,Kilmore - Broadford,83.28,medium
SAL22392,Sunday Creek,209041224,Wallan,9.01,low
SAL22392,Sunday Creek,204011060,Seymour Surrounds,4.02,low
SAL22392,Sunday Creek,204011062,Yea,3.69,low
SAL22393,Sunderland Bay,205031091,Phillip Island,100.0,high
SAL22394,Sunset Strip (Vic.),205031091,Phillip Island,100.0,high
SAL22395,Sunshine (Vic.),213011338,Sunshine West,41.84,low
SAL22395,Sunshine (Vic.),213011337,Sunshine North,27.15,low
SAL22395,Sunshine (Vic.),213011336,Sunshine,21.23,low
SAL22395,Sunshine (Vic.),213011328,Ardeer - Albion,9.79,low
SAL22395,Sunshine (Vic.),213011570,Derrimut,0.0,low
SAL22396,Sunshine North,213011338,Sunshine West,41.84,low
SAL22396,Sunshine North,213011337,Sunshine North,27.15,low
SAL22396,Sunshine North,213011336,Sunshine,21.23,low
SAL22396,Sunshine North,213011328,Ardeer - Albion,9.79,low
SAL22396,Sunshine North,213011570,Derrimut,0.0,low
SAL22397,Sunshine West,213011338,Sunshine West,41.84,low
SAL22397,Sunshine West,213011337,Sunshine North,27.15,low
SAL22397,Sunshine West,213011336,Sunshine,21.23,low
SAL22397,Sunshine West,213011328,Ardeer - Albion,9.79,low
SAL22397,Sunshine West,213011570,Derrimut,0.0,low
SAL22398,Surf Beach (Vic.),205031091,Phillip Island,100.0,high
SAL22399,Surrey Hills,207031167,Surrey Hills (East) - Mont Albert,54.68,low
SAL22399,Surrey Hills,207011155,Surrey Hills (West) - Canterbury,42.82,low
SAL22399,Surrey Hills,207011147,Balwyn,1.9,low
SAL22399,Surrey Hills,207011149,Camberwell,0.6,low
SAL22400,Sutherland (Vic.),215011391,St Arnaud,86.33,medium
SAL22400,Sutherland (Vic.),201031013,Avoca,9.99,low
SAL22400,Sutherland (Vic.),215031400,Buloke,2.38,low
SAL22400,Sutherland (Vic.),202031033,Loddon,1.31,low
SAL22401,Sutherlands Creek,203011034,Bannockburn,92.73,high
SAL22401,Sutherlands Creek,203011035,Golden Plains - South,7.27,low
SAL22402,Sutton (Vic.),215031400,Buloke,100.0,high
SAL22403,Sutton Grange,202021028,Castlemaine Surrounds,100.0,high
SAL22404,Swan Bay (Vic.),203031052,Point Lonsdale - Queenscliff,100.0,high
SAL22405,Swan Hill,215031404,Swan Hill,97.13,high
SAL22405,Swan Hill,215031405,Swan Hill Surrounds,2.87,low
SAL22406,Swan Hill West,215031404,Swan Hill,97.13,high
SAL22406,Swan Hill West,215031405,Swan Hill Surrounds,2.87,low
SAL22407,Swan Island,203031052,Point Lonsdale - Queenscliff,100.0,high
SAL22408,Swan Marsh,217031473,Colac Surrounds,91.71,high
SAL22408,Swan Marsh,217031476,Otway,6.31,low
SAL22408,Swan Marsh,217031475,Corangamite - South,1.9,low
SAL22408,Swan Marsh,217031474,Corangamite - North,0.09,low
SAL22409,Swan Reach (Vic.),205021084,Lakes Entrance,100.0,high
SAL22410,Swanpool,204021064,Benalla Surrounds,100.0,high
SAL22411,Swanwater,215011391,St Arnaud,86.33,medium
SAL22411,Swanwater,201031013,Avoca,9.99,low
SAL22411,Swanwater,215031400,Buloke,2.38,low
SAL22411,Swanwater,202031033,Loddon,1.31,low
SAL22412,Swanwater West,215031400,Buloke,95.12,high
SAL22412,Swanwater West,215011391,St Arnaud,3.88,low
SAL22412,Swanwater West,215011394,Yarriambiack,1.0,low
SAL22413,Swifts Creek,205021082,Bruthen - Omeo,99.99,high
SAL22413,Swifts Creek,205021080,Alps - East,0.01,low
SAL22414,Sydenham (Vic.),213041575,Hillside,31.5,low
SAL22414,Sydenham (Vic.),213041360,Taylors Hill,30.03,low
SAL22414,Sydenham (Vic.),213011339,Sydenham,22.8,low
SAL22414,Sydenham (Vic.),213011331,Delahey,15.66,low
SAL22414,Sydenham (Vic.),213011340,Taylors Lakes,0.0,low
SAL22415,Sylvaterre,202031033,Loddon,100.0,high
SAL22416,Tabberabbera,205021081,Bairnsdale,78.36,medium
SAL22416,Tabberabbera,205021082,Bruthen - Omeo,14.42,low
SAL22416,Tabberabbera,205021086,Paynesville,7.22,low
SAL22416,Tabberabbera,205021083,Lake King,0.0,low
SAL22417,Tabilk,204011058,Nagambie,100.0,high
SAL22418,Tabor,217011423,Southern Grampians,93.53,high
SAL22418,Tabor,217041478,Moyne - West,3.86,low
SAL22418,Tabor,217041477,Moyne - East,2.61,low
SAL22419,Taggerty,204011054,Alexandra,100.0,high
SAL22420,Tahara,217011423,Southern Grampians,91.4,high
SAL22420,Tahara,217041478,Moyne - West,5.86,low
SAL22420,Tahara,217011420,Glenelg (Vic.),2.74,low
SAL22421,Tahara Bridge,217011423,Southern Grampians,96.86,high
SAL22421,Tahara Bridge,217011420,Glenelg (Vic.),3.14,low
SAL22422,Tahara West,217011420,Glenelg (Vic.),100.0,high
SAL22423,Talbot (Vic.),201031017,Maryborough Surrounds,77.33,medium
SAL22423,Talbot (Vic.),201031013,Avoca,18.06,low
SAL22423,Talbot (Vic.),201021010,Creswick - Clunes,4.61,low
SAL22424,Talgarno,204031491,Baranduda - Leneva,59.44,low
SAL22424,Talgarno,204031075,Yackandandah,20.42,low
SAL22424,Talgarno,204031072,Towong,9.52,low
SAL22424,Talgarno,204031069,Bright - Mount Beauty,5.41,low
SAL22424,Talgarno,204031073,West Wodonga,4.7,low
SAL22424,Talgarno,204031492,Wodonga,0.02,low
SAL22425,Tallandoon,204031072,Towong,100.0,high
SAL22425,Tallandoon,205021082,Bruthen - Omeo,0.0,low
SAL22426,Tallangatta,204031072,Towong,100.0,high
SAL22427,Tallangatta East,204031072,Towong,100.0,high
SAL22428,Tallangatta South,204031072,Towong,100.0,high
SAL22428,Tallangatta South,205021082,Bruthen - Omeo,0.0,low
SAL22429,Tallangatta Valley,204031072,Towong,100.0,high
SAL22429,Tallangatta Valley,205021082,Bruthen - Omeo,0.0,low
SAL22430,Tallarook,204011060,Seymour Surrounds,100.0,high
SAL22431,Tallygaroopna,216031418,Shepparton Surrounds - East,96.17,high
SAL22431,Tallygaroopna,216021413,Numurkah,3.83,low
SAL22432,Tambo Crossing,205021082,Bruthen - Omeo,100.0,high
SAL22433,Tambo Upper,205021082,Bruthen - Omeo,76.98,medium
SAL22433,Tambo Upper,205021085,Orbost,23.01,low
SAL22433,Tambo Upper,205021080,Alps - East,0.0,low
SAL22433,Tambo Upper,205021084,Lakes Entrance,0.0,low
SAL22434,Tamboon,205021085,Orbost,100.0,high
SAL22435,Tamboritha,205051101,Maffra,80.99,medium
SAL22435,Tamboritha,205051102,Rosedale,18.5,low
SAL22435,Tamboritha,205051099,Alps - West,0.52,low
SAL22435,Tamboritha,204011057,Mansfield (Vic.),0.0,low
SAL22436,Taminick,204021067,Wangaratta Surrounds,82.4,medium
SAL22436,Taminick,204021064,Benalla Surrounds,15.43,low
SAL22436,Taminick,216021412,Moira,2.18,low
SAL22437,Tamleugh,204011055,Euroa,97.16,high
SAL22437,Tamleugh,216031418,Shepparton Surrounds - East,2.84,low
SAL22437,Tamleugh,204021064,Benalla Surrounds,0.01,low
SAL22438,Tamleugh North,204011055,Euroa,97.16,high
SAL22438,Tamleugh North,216031418,Shepparton Surrounds - East,2.84,low
SAL22438,Tamleugh North,204021064,Benalla Surrounds,0.01,low
SAL22439,Tandarook,217031471,Camperdown,72.66,medium
SAL22439,Tandarook,217031474,Corangamite - North,12.62,low
SAL22439,Tandarook,217031475,Corangamite - South,12.43,low
SAL22439,Tandarook,217031473,Colac Surrounds,2.29,low
SAL22440,Tandarra,202031033,Loddon,97.0,high
SAL22440,Tandarra,202031032,Bendigo Surrounds - North,3.0,low
SAL22441,Tangambalanga,204031491,Baranduda - Leneva,59.44,low
SAL22441,Tangambalanga,204031075,Yackandandah,20.42,low
SAL22441,Tangambalanga,204031072,Towong,9.52,low
SAL22441,Tangambalanga,204031069,Bright - Mount Beauty,5.41,low
SAL22441,Tangambalanga,204031073,West Wodonga,4.7,low
SAL22441,Tangambalanga,204031492,Wodonga,0.02,low
SAL22442,Tanjil,205041095,Moe - Newborough,82.06,medium
SAL22442,Tanjil,205011077,Mount Baw Baw Region,10.55,low
SAL22442,Tanjil,205041098,Yallourn North - Glengarry,7.14,low
SAL22442,Tanjil,205011078,Trafalgar (Vic.),0.26,low
SAL22442,Tanjil,205051101,Maffra,0.0,low
SAL22443,Tanjil Bren,205011077,Mount Baw Baw Region,100.0,high
SAL22443,Tanjil Bren,204011061,Upper Yarra Valley,0.0,low
SAL22444,Tanjil South,205041095,Moe - Newborough,82.06,medium
SAL22444,Tanjil South,205011077,Mount Baw Baw Region,10.55,low
SAL22444,Tanjil South,205041098,Yallourn North - Glengarry,7.14,low
SAL22444,Tanjil South,205011078,Trafalgar (Vic.),0.26,low
SAL22444,Tanjil South,205051101,Maffra,0.0,low
SAL22445,Tanwood,215011391,St Arnaud,89.75,medium
SAL22445,Tanwood,201031013,Avoca,9.55,low
SAL22445,Tanwood,215031400,Buloke,0.7,low
SAL22446,Tanybryn,217031473,Colac Surrounds,91.71,high
SAL22446,Tanybryn,217031476,Otway,6.31,low
SAL22446,Tanybryn,217031475,Corangamite - South,1.9,low
SAL22446,Tanybryn,217031474,Corangamite - North,0.09,low
SAL22447,Taradale (Vic.),202021028,Castlemaine Surrounds,100.0,high
SAL22447,Taradale (Vic.),201021011,Daylesford,0.0,low
SAL22448,Tarcombe,204011055,Euroa,99.26,high
SAL22448,Tarcombe,204011058,Nagambie,0.41,low
SAL22448,Tarcombe,204011060,Seymour Surrounds,0.33,low
SAL22449,Tarilta,202021027,Castlemaine,64.51,medium
SAL22449,Tarilta,202021028,Castlemaine Surrounds,34.72,low
SAL22449,Tarilta,201021011,Daylesford,0.77,low
SAL22450,Tarnagulla,202011025,White Hills - Ascot,30.81,low
SAL22450,Tarnagulla,202011024,Strathfieldsaye,29.98,low
SAL22450,Tarnagulla,202011023,Maiden Gully,15.2,low
SAL22450,Tarnagulla,202021026,Bendigo Surrounds - South,14.79,low
SAL22450,Tarnagulla,202031032,Bendigo Surrounds - North,3.22,low
SAL22450,Tarnagulla,202021029,Heathcote,2.95,low
SAL22450,Tarnagulla,202031033,Loddon,1.72,low
SAL22450,Tarnagulla,216011410,Rushworth,0.7,low
SAL22450,Tarnagulla,202011019,California Gully - Eaglehawk,0.6,low
SAL22450,Tarnagulla,201031017,Maryborough Surrounds,0.03,low
SAL22451,Tarneit,213051583,Tarneit - Central,21.66,low
SAL22451,Tarneit,213051588,Truganina - South West,14.68,low
SAL22451,Tarneit,213051362,Hoppers Crossing - South,14.45,low
SAL22451,Tarneit,213051361,Hoppers Crossing - North,14.16,low
SAL22451,Tarneit,213051585,Tarneit - South,8.61,low
SAL22451,Tarneit,213051582,Tarneit (West) - Mount Cottrell,7.62,low
SAL22451,Tarneit,213051586,Truganina - North,7.15,low
SAL22451,Tarneit,213051584,Tarneit - North,5.56,low
SAL22451,Tarneit,213051587,Truganina - South East,5.19,low
SAL22451,Tarneit,213041359,Rockbank - Mount Cottrell,0.9,low
SAL22452,Tarnook,204021064,Benalla Surrounds,100.0,high
SAL22453,Taroon,217041477,Moyne - East,62.36,medium
SAL22453,Taroon,217031474,Corangamite - North,23.34,low
SAL22453,Taroon,217031475,Corangamite - South,14.3,low
SAL22454,Tarra Valley,205051104,Yarram,100.0,high
SAL22454,Tarra Valley,205041094,Churchill,0.0,low
SAL22455,Tarranyurk,215011390,Nhill Region,100.0,high
SAL22456,Tarraville,205051104,Yarram,100.0,high
SAL22456,Tarraville,205041094,Churchill,0.0,low
SAL22457,Tarrawarra,211051276,Healesville - Yarra Glen,91.06,high
SAL22457,Tarrawarra,209031212,Panton Hill - St Andrews,8.94,low
SAL22458,Tarrawingee,204021067,Wangaratta Surrounds,88.78,medium
